crown_ids	ACRU	LIST	OTHER	PIEL	PIPA	PITA	QUGE	QULA	QUNI	
229	1.940796017630937e-08	3.533642123563119e-07	0.0008968177864813087	1.2789158014745627e-05	0.2447569224847705	0.7516449032314694	0.00048698509848337423	0.00034146775017197654	0.0018597417184363014	
610	0.00042577565227130195	0.00010406075691312386	0.551400531683395	0.0003012599988027488	0.4127773698025625	0.020085756291753454	0.00790379137782157	0.003325046579927695	0.0036764078565524358	
71	0.005067990475522609	0.0016927168277468176	0.01826553773364349	0.00018711204568109288	0.03920616386018699	0.9287125165466511	0.0068638661041218445	7.696684132423136e-08	4.019439604815709e-06	
606	3.162952508519625e-06	1.9753736489569355e-08	1.9171119333165046e-07	4.5137720999003385e-05	0.27513347442167946	0.00011697575576909307	0.008162435617781199	0.7033925837817153	0.01314601828461752	
291	2.6395480690374303e-08	5.575044759227439e-08	1.9211732847368e-05	2.995076858289888e-08	0.9989738447905937	6.231587100642443e-07	0.00048499385255603567	0.0005185664157178354	2.6479528783857763e-06	
496	1.5165928099857705e-07	1.6382126021807095e-07	1.2439114290102177e-05	1.7578006105662705e-07	0.98695715451893	3.570898180978462e-05	0.0027766152756819556	0.008495574751091896	0.0017220160975940295	
602	2.057383688283147e-08	6.437255970803138e-09	8.685611533289394e-07	3.5426426169201435e-06	0.985532794851398	0.004001631872369132	0.002519377432490379	0.0009951538616643173	0.006946603767215052	
14	4.355130969184519e-06	4.3949771125005134e-05	0.010399130827410313	0.0020876476777918116	0.25410550490629036	0.7238117840142507	0.0014821860653210996	0.0002799364634702208	0.007785505143371528	
31	4.379093791661831e-05	0.00011311825117153719	4.1050458291038455e-05	8.482717983738784e-09	1.5741307270772355e-06	1.0210359430812535e-09	3.5481397044967433e-06	9.3642875347143e-08	0.99979681493556	
183	6.866565761648409e-05	3.0179633427955766e-09	0.0005176835875007167	0.004158762231281465	0.3844550410951508	0.04698185730525357	0.009504063761791939	0.5125683228199538	0.04174560052348783	
98	1.1674253142591378e-06	3.9682741983559565e-05	0.00021241180697162708	7.14028712324938e-06	0.9991384803979918	1.2275872405704752e-06	0.0005947489218274329	4.696717485998935e-06	4.4411406159047745e-07	
225	0.0005652510350199496	0.00022095219783673612	0.0011344938534900218	2.4266729221300566e-06	1.2567793100709339e-05	2.1933527728867008e-08	7.471860634899315e-05	4.0337260236033635e-07	0.9979891645351514	
480	3.9569448699396385e-12	5.2645784224946536e-11	1.660130638148827e-07	3.4351151486749784e-09	0.9984079347690855	0.00018821868257003067	0.0001536973073261023	5.465941789359944e-05	0.0011953203183433351	
448	4.318525733262249e-07	6.277446133065074e-08	0.00012967118993518605	0.00012518798365906628	0.0029520015614418315	5.231383661508945e-06	4.94962421107463e-06	0.9967671991040347	1.5264526022083098e-05	
450	6.035329900176859e-09	1.3396211744351791e-08	4.2080621717921566e-10	2.3577119940473258e-11	0.999934811006366	1.078220984816429e-09	4.803856704613396e-05	1.71149683285057e-05	1.4504113402634873e-08	
232	2.775217945858716e-06	5.88068461144407e-05	0.5355806845427988	1.5131969293906993e-10	3.236467996816662e-05	1.6532728860809702e-10	0.00015642915627585709	1.888700714645086e-05	0.4641500522331033	
401	0.002119189225752995	0.9917097413121566	0.006161971393666739	7.131259560642838e-10	1.7019460766106314e-08	1.0734509640616353e-13	9.076462292897445e-06	2.8522570675812664e-10	3.588211041576523e-09	
177	3.1153089031582274e-09	6.569467314391812e-10	1.270450728274357e-06	3.058706947799389e-05	0.9998365271842274	4.7044712524551783e-07	9.87943072517756e-05	3.206972163790664e-05	2.770472957109382e-07	
568	4.676889922881353e-08	1.9406981064196719e-07	2.395707698471752e-05	2.840179343617077e-05	0.7944680367682352	0.011715211368164842	0.0018420986555468903	0.11941851813410793	0.07250353536481435	
338	6.877174871666566e-07	4.22682849924022e-06	0.0008005067832928841	6.709682401646192e-08	0.9952478269814954	7.373803986432946e-06	0.003795523434599014	0.00014195591472114654	1.8314390946208617e-06	
205	2.571168170723407e-10	1.9740035558607813e-09	4.126446810912101e-08	1.9013567876390285e-06	0.998486988135208	6.799391501646855e-06	0.0004399847978153507	4.533288926951529e-05	0.001018949933829515	
471	2.4112834619779947e-12	1.732370939493319e-11	6.480623240749635e-09	1.0474328941412784e-10	0.9999992429493803	8.322327409092724e-10	5.189396811062248e-07	2.3032922190249384e-07	3.443825227053554e-10	
235	0.9479951367399054	0.0518650580999534	0.000138698104604958	2.4265687833303195e-11	3.556527225802981e-08	9.726492737078053e-10	6.809996182098507e-07	4.666789763546633e-08	3.4282583339615125e-07	
451	6.829369343849572e-11	2.4452424953361478e-09	6.8470344576610146e-09	1.1216792479808989e-10	0.9999944864859707	6.78008066330868e-09	3.224310078148463e-06	2.123831499502492e-06	1.4911963239651025e-07	
622	5.879769686084008e-10	2.2488755004465982e-10	9.93756824198323e-07	1.271072959197438e-05	0.34150133342391625	0.0020817404049034093	0.00024685745288753873	0.029979673152435823	0.6261766902665763	
490	7.432290367581069e-06	4.6958278329446945e-07	0.014042989511695214	6.928966161740452e-07	0.05211738487646655	0.0023795045168300616	0.0009641835043479129	0.9303715418847842	0.00011580093610914384	
182	1.5006074081613296e-05	5.314320171538225e-05	0.08126156073488158	0.0012988393785755051	0.8843216723890555	0.015068253635978206	0.007549301529718733	0.00040873540493355947	0.010023487651059827	
78	0.0025631663823158153	0.06093552836281377	0.14064279301934288	6.043114607217376e-06	0.41787188978043116	0.0006386724430228782	0.3773207702210203	1.718238945782059e-07	2.096485255128406e-05	
72	1.3497654639123043e-08	4.574547663397538e-07	2.9079991823934974e-06	5.158096373092896e-08	0.9999270890320626	9.275270994312455e-07	6.075421547823405e-05	5.2823934279944036e-06	2.5162993646231767e-06	
469	1.792678581581176e-07	9.769798667762185e-06	0.12714525156393475	2.465063542024046e-12	0.004511426834222218	7.188429198520525e-12	0.07074846230178093	0.0016680487084860026	0.7959168615153966	
366	7.82982621590798e-09	5.612072221382154e-08	9.278100600349522e-05	3.851411764885784e-13	0.32097374665263434	3.921841309578188e-12	0.6774338917519227	0.0014993707126416081	1.4592194267581628e-07	
375	9.536817444325795e-11	6.183993975767971e-10	7.084559952574464e-08	3.725099766732351e-11	0.9998298386580204	1.0023350445495988e-06	0.00015160183028901534	1.6416281000337328e-05	1.0692990273255345e-06	
297	4.830977203798188e-06	5.378335579324443e-05	0.0005238815580244364	3.735411834177781e-07	0.00037025564286617517	0.9989546964590775	9.062148253491232e-05	6.937578114169669e-10	1.5562895585960597e-06	
495	1.2626267644852635e-07	5.693665696027209e-07	8.911908265468309e-07	2.0798532244407818e-05	0.9975373283682702	0.00026688756374614156	0.0007281523080445923	0.0010534601629944617	0.0003917862446274012	
552	2.853944632009491e-07	2.6856031791325483e-12	5.744713719590629e-06	9.047139387766278e-06	0.006732491161363706	4.91260054172903e-05	0.000864294409570446	0.9915572162356339	0.0007817949377587417	
495	4.450140399804814e-11	9.171042379058299e-10	2.558441709085745e-07	2.827027901738444e-08	0.9997011394873265	1.726983774658089e-05	3.6252106664990545e-05	0.00015935844430475105	8.569504790175201e-05	
612	1.319261541226973e-08	6.582898536141731e-08	1.8579121683848947e-07	8.955586100394317e-08	0.9990164477329165	1.9117543144766065e-06	0.0002589954538126086	0.000298073476446366	0.000424217213831484	
390	3.676340004855163e-09	4.772077233174103e-08	1.2498006445366073e-06	9.104816291953355e-09	0.9999928754504044	1.3263111164377167e-09	4.9130337220396635e-06	8.997396158417866e-07	1.4737352918126163e-10	
602	5.302116834608854e-13	3.162105893304239e-12	2.687585246143708e-09	1.4993477549736606e-06	0.9793363312050077	2.6032930079885134e-07	7.927696079056715e-06	0.0002607826589836461	0.020393196071596526	
432	1.1370050478542386e-05	3.3373347655092904e-08	4.3764344294536216e-05	1.4452654315181045e-05	0.013816045369435596	0.001489348092383294	0.0021987046430429653	0.9820138409073759	0.00041244056532629676	
303	3.791909659514327e-09	5.8815315342784736e-08	8.005715148424074e-06	1.7493903692142727e-05	0.9967989573688243	0.0003836222298421531	0.0004010687301568819	0.00010255971819413928	0.002288229726916884	
375	1.7924209103594566e-11	2.23239469767628e-10	1.8999263785033555e-08	6.183545980511855e-11	0.9999171672675153	7.460762687858616e-07	7.241456532316185e-05	5.476845282279773e-06	4.17594334750438e-06	
291	6.040953473888765e-11	3.573569041169866e-07	3.328416225114754e-05	3.097302194260663e-07	0.9999585395987188	5.382186686819313e-09	7.4896505539154505e-06	5.4300922911680455e-09	8.628663946246999e-09	
292	3.120719859318736e-08	5.001101410509733e-08	1.1486967870578906e-05	2.0929909011882e-06	0.999764778709315	7.1992099666297686e-06	8.721737247267507e-05	0.00012556696170419308	1.5765695570577171e-06	
281	8.175811301309235e-08	1.1914693200309627e-09	0.0002486364889973308	2.786592392362805e-10	0.00020289884942801398	4.8702857263071625e-09	8.262312864823813e-07	0.9994884385224213	5.911180933948777e-05	
242	9.319291120754375e-15	9.524362869916311e-14	1.5019151600130627e-10	1.2855266456848962e-12	0.9999857967567568	2.0115239519751774e-07	1.3736401169405325e-05	1.5996065718238222e-07	1.0557743986404191e-07	
25	3.700595966221041e-07	1.56139582347297e-06	0.0002826168484597209	0.020485257910803776	0.9741974543521845	0.0009427571335296952	0.0021364998202771414	3.338484316744113e-05	0.001920097636157452	
78	1.6153291414592526e-05	0.0002648659258705147	0.006452807777341185	1.8759758277261496e-07	0.9315841424987118	5.934930918401674e-06	0.06166506879749521	9.830952277800552e-06	1.0082283876228071e-06	
242	4.35471637808658e-14	2.2330933287793272e-15	3.820280479882727e-11	4.240956875362914e-13	0.9993817423923476	8.500534799227776e-07	0.0004643646309788349	0.00015292599447636513	1.1689004443071863e-07	
324	1.141477435341291e-06	1.5386093434514917e-06	0.0006149645375136476	1.223065361994797e-06	0.9970177489515504	0.0006062454551758094	0.00043057909772909635	0.0013241278350464487	2.4309708440126125e-06	
203	1.07181820204194e-05	7.535091483396162e-08	1.4609850025441772e-05	4.567251229488972e-11	0.006391619646623797	1.0484373049221202e-09	0.9895734205498321	0.004005503659901161	4.051666572420592e-06	
194	2.4972859383675016e-05	0.00017077113954194306	0.024546956518247582	0.0039052989050058855	3.757335686335484e-05	0.9712965236437799	3.5337771591236242e-06	1.2687016846407276e-08	1.4357113001776856e-05	
423	1.1716472401775147e-05	7.906130484775778e-08	0.00028175514312209763	0.005034381805810192	0.013003544340088281	0.9814376756624408	9.22598286294708e-05	8.944598580232934e-05	4.914170040012875e-05	
231	4.3001428878091577e-10	3.5379525012701844e-10	3.629700897447299e-07	3.2817349427333147e-06	0.9928254121162757	1.3498811968061886e-05	0.00015444842533849938	0.00455351629993243	0.002449478857643374	
476	0.00029236404352726473	9.412160006606688e-05	0.00047258052120471633	8.91587504704094e-10	0.003037530408052655	4.100483252557747e-05	7.81070650336033e-05	5.151433655654751e-05	0.995932776301446	
9	6.659875951014659e-06	4.3040576319052005e-08	4.2638255539072976e-05	0.00010746465106398774	0.0853981567129141	0.003124866802296026	0.005471826926964151	0.905663074452648	0.00018526928204744741	
490	2.9470590721033393e-05	1.2824323666322955e-05	0.9751842510408488	1.5421686554863612e-06	0.0005758791711338698	8.226188756894429e-07	0.0009617919081737917	9.112783948300035e-05	0.02314229033844214	
465	9.924255884712756e-11	1.1884292759863038e-08	8.711023781679717e-08	7.794258391134498e-08	0.9994131298542096	4.78399160421025e-06	5.988145925413015e-05	5.3862664353340976e-05	0.00046816499422157337	
397	1.8100886980146146e-10	1.6931055301641065e-10	1.8350846879812202e-07	3.27720913589916e-10	0.9989751092558269	1.5506624520245118e-07	0.0008319997132039087	0.00018665572396583924	5.896054249017496e-06	
256	1.3260879135049954e-11	2.043702792966602e-15	3.4201243321961477e-11	5.840828856531905e-11	0.00027314098332659404	3.5374519747765285e-08	4.3611412117668445e-06	0.9997222464043299	2.1599073929275422e-07	
31	4.015227320037041e-05	1.0272802164607385e-05	7.232053641905902e-05	4.4596351684049205e-07	3.7978727701520528e-06	1.1613431698965512e-09	9.816757290437349e-07	9.770500724009173e-05	0.9997743227076167	
235	0.5572650247785236	0.41211553305085374	0.006575452493574465	0.0006054379051894454	0.012012979940265666	0.00201401776063014	0.0043236253926047545	1.204585270183957e-06	0.00508672409308801	
31	1.2234094687115573e-06	6.591190327542705e-07	4.955026346285479e-05	7.926227212558685e-10	1.3612907089944875e-07	1.695959654696339e-11	1.2525847587199718e-07	7.460920059776106e-08	0.999948230401706	
25	1.0352781902739136e-08	1.431648499533331e-08	8.778844107003333e-05	8.333792954178798e-06	0.9987938867303292	0.0006571803866221364	0.0004082439527578428	2.8672845252264126e-05	1.5869181747290883e-05	
31	0.13180793886890096	0.14924695220734635	0.001414825967877822	0.0003527971647274385	0.00043514624689440723	0.412451002895335	0.01342228662592471	2.3530616255803514e-08	0.290869026492377	
265	8.413648668825751e-06	3.0558996679450923e-06	0.001198409991988158	5.145965089109892e-07	0.031813262045722754	0.0005523931859643733	0.13224563063457542	0.8334629025817983	0.0007154174151051969	
508	5.386066116640026e-06	5.258271008557597e-07	0.0012902868436602878	0.000159398102088455	0.0020337463516548826	0.9953865089254863	6.125513212534239e-05	6.764763872026902e-05	0.0009952451130470455	
21	0.025471544254035854	0.5875764516144862	0.00028117860735059536	0.0007621555256803511	0.00277500370857476	0.0056791415672702225	0.003930431325398968	5.31389281478471e-09	0.3735240880833104	
382	8.910196432032357e-07	3.5694292901629207e-06	0.0006966020851735791	1.1310646931108532e-10	0.0001442467345626817	1.1431740577936933e-07	0.9991104888935871	4.3379172086754256e-05	7.082351443513249e-07	
281	6.508793474481838e-11	1.7209017611872414e-13	1.7513966191139105e-07	3.860063204162194e-12	0.00011395543166920451	1.7948927216624587e-10	9.314451237651667e-08	0.9998846150697571	1.1609657899362525e-06	
124	3.892772875587143e-10	1.3426686198080049e-15	2.7714156958021157e-09	1.1018011527665468e-08	7.869718823946437e-06	3.119825623761637e-08	1.149266598254832e-06	0.9999895264641051	1.409173510694159e-06	
90	0.00010495734610405617	9.817575987206199e-09	0.0042079670521783475	0.000855433074484965	0.03478037598970025	0.034822467902725716	0.0005459178669281368	0.9233844162391375	0.001298454711165018	
525	5.885231540254679e-07	3.6173227177660743e-07	0.0011624226683651783	0.00017018675866694436	0.035291486973310686	0.005990999429829265	0.005255126799860776	0.9452404451377373	0.006888381976804132	
241	8.354035844087644e-11	4.199843997338106e-10	1.9896787392661558e-07	8.695374863302478e-07	0.9981937306075621	0.0004264156067464098	0.00035272737619274015	1.870908012214158e-05	0.0010073483204914825	
266	8.374138666105395e-07	0.001006033593227428	0.0007067786987514948	1.1794092604687345e-12	0.0012426619511695283	4.7619772930112626e-11	0.9913358795892405	1.132761844588807e-06	0.005706675943100502	
100	1.7599596496262273e-06	7.467803047757802e-06	1.382778290717341e-05	2.515333783570632e-07	0.9995694009382614	1.642821179834678e-06	0.00037382720905249246	2.9802749845052163e-05	2.0192026781426372e-06	
338	2.540468484591925e-07	1.4291589416514681e-06	0.00017726491527455648	3.0453580219871726e-05	0.9983947043080589	0.00010949090959748713	0.0004554114037771765	7.129303001065176e-05	0.0007596986472713354	
415	2.777521736882774e-11	6.007090503093279e-11	5.7054351546309733e-08	7.294416011881468e-09	0.9991209894380504	2.6017456375235557e-05	0.00026823269843154315	7.203691302604623e-05	0.0005126590575030362	
598	5.8943671795425266e-05	1.9302054026597735e-06	0.0031892513121310087	5.42039273328174e-06	0.004574287260124483	0.9912612597130993	0.0006140071533182125	3.0289575668383772e-05	0.00026461071572719705	
492	7.73913380954366e-11	1.4401789577444606e-10	4.3207114356143413e-07	4.325898087426131e-07	0.9732652377563503	0.00021838101649729333	0.0004731811782304324	0.0029701364669357483	0.023072198699624784	
235	0.9413937610096229	0.05798602123389039	0.0006171374370465088	2.256087096856036e-12	2.0455260584873736e-08	8.366724513283173e-11	1.2799088448316126e-06	3.793536857103004e-07	1.4005157254937069e-06	
233	4.5044361047384126e-07	3.3473319766224274e-07	2.717079728632896e-07	1.8555838673790508e-07	0.9995086009744991	5.133446304506966e-07	0.00038789995494421315	0.00010122147756406697	5.218051943809655e-07	
423	2.2349573528591185e-05	1.1256415606438154e-07	0.0031992141833047786	0.000939243824062522	0.000831594740104669	0.9949418491674357	5.9608181671277674e-05	3.372980670654295e-06	2.6547850658210336e-06	
241	8.264708525514872e-13	3.993331288099918e-15	2.4049380410629005e-12	1.8925657016677658e-09	0.9997418280068595	5.4464588235775836e-08	5.027320506079381e-05	0.00019896957482464707	8.872852865591029e-06	
263	2.155735799141713e-05	3.5777911327936914e-06	2.639419214749836e-07	3.333260763772762e-07	0.9930335514654585	8.048294215371984e-07	0.00012168608420991514	0.0068182019094102375	2.329437777539217e-08	
393	2.4424694270258145e-09	4.5244369779774335e-11	2.0931804005547733e-06	5.507293899479157e-07	0.05819162946089418	1.8367534035566575e-06	5.684815379993346e-05	0.94142263073272	0.00032440850167818	
505	0.0003239577198809755	0.00013610165963556868	0.001894864885925223	0.5059575824379869	0.005717332657562297	0.4848500207535571	3.605142626062107e-05	2.82025510716621e-06	0.0010812682040841411	
451	6.420149203019281e-09	6.484157851546015e-08	4.855959907935198e-08	2.5344715535696073e-10	0.999978722269687	1.2107136830176188e-08	1.3382561252762615e-05	7.684197921307049e-06	7.878922829154074e-08	
363	4.961775530689843e-07	1.7342493543266478e-06	0.0004639172677384593	6.170951646488393e-06	0.9990050329539152	1.015890855668807e-05	0.00039619385513323444	0.00011581172357142999	4.839125308762313e-07	
424	0.0001870522038656705	4.138731273411843e-05	0.0006486545273436927	0.00013553417588631355	0.9808229292016576	0.016808524043990837	0.0010105111846428856	0.00033531471992492975	1.0092629953879455e-05	
497	7.37155684520439e-09	5.732792072383691e-08	5.4164145367601845e-09	1.036815221891125e-09	0.9997072421677529	4.8806940265148784e-08	6.380332599648168e-05	0.00022663922302129097	2.195323581662211e-06	
229	2.243497672588878e-08	7.204119569523481e-07	0.002151819795573216	1.8862607882948809e-06	0.18353207521441653	0.8127550770623204	0.0010958565412981128	0.00011863532484916018	0.00034390695382064757	
135	6.095742105686579e-10	1.698714848484193e-08	5.823900259043206e-06	4.6591796700088025e-09	0.9999343404764804	8.600168152802545e-08	4.341805698524207e-05	1.6294167544713997e-05	1.514114632979271e-08	
57	5.005340737462845e-10	3.0405979319005e-09	3.20344792075654e-06	3.8712935557644543e-10	0.9994818895100798	8.958842754119002e-05	0.00041753053294048064	7.498454219941234e-06	2.856990362148013e-07	
141	7.550443541037027e-06	5.834726440124521e-07	0.0014277425787113838	0.520307075044756	0.43197876026818893	0.03159557452649348	0.009413931794648188	0.00019616061598349207	0.005072621255033394	
414	3.0012998250812064e-11	5.942776045631156e-10	1.9720729199672855e-11	2.603992026456329e-11	0.9999695834060299	5.510392376222833e-10	3.903373303573886e-06	2.6385453000115527e-05	1.2654657600363398e-07	
471	2.4301362531013047e-11	1.0806042467467093e-10	8.130798805200943e-09	1.8771075615548118e-08	0.9997760458065957	1.2300506612864072e-06	1.8130210592829377e-05	0.00014561400489751942	5.895289301622573e-05	
366	3.891753411299449e-08	7.458156639745119e-07	0.0005139640575040416	1.7945431010897018e-07	0.996392043930911	1.957627457041731e-06	0.002285730177568213	0.0006671962985748534	0.00013814372047659393	
67	1.379904931401329e-11	5.753918831224181e-11	9.495516224959127e-08	2.084620195472388e-08	0.9997540804308297	2.9865452492979805e-05	0.00020908055919303917	1.0770346987005806e-06	5.780650082990084e-06	
54	5.119912703169276e-08	3.5585376958539876e-08	2.0124175111702454e-05	8.499192427119723e-05	0.9970372711679808	7.74739432766068e-05	0.0025812147541026107	1.392092145441833e-05	0.00018491632929878746	
606	1.462593974972704e-05	1.0535290441690037e-07	1.5199141722887342e-07	1.6268748288157512e-05	0.2776485926590367	2.7464146899735882e-05	0.0030777757038440317	0.7191984755989768	1.6539858883207833e-05	
4	1.348775823301117e-07	1.2189517307656483e-07	7.114217690655625e-08	2.622630254513395e-07	0.9993627900676055	6.255977688922614e-07	0.00041186760538981646	0.00021826492133754496	5.861629940228662e-06	
188	1.1677367787443677e-08	4.372078407677297e-08	4.288125773761764e-06	9.445111617505756e-08	0.999129975939173	5.158203906712892e-05	0.00013788530711475783	0.0006572607542620791	1.8857985341214806e-05	
377	1.1244898352780324e-07	6.1980942099782e-08	4.7481917765101046e-05	8.204561726930123e-05	0.9634638398235372	0.0009325897156850665	0.0007444705712431056	0.0045370268316224215	0.030192371092952232	
205	2.4525409376634723e-10	2.0403166681256626e-08	1.341635274735324e-06	1.2652286668558197e-07	0.9999726489122827	3.206909463849351e-06	1.435281452009062e-05	6.669853090826358e-06	1.6327040805018308e-06	
31	0.00198440987916913	0.040167370280340266	0.00640914189387605	6.355318922929221e-05	0.015090617467056535	0.0002597937398703262	0.018376614758764887	1.2675655451250934e-05	0.9176358231362424	
403	2.7080825990860763e-10	1.2461071801421187e-09	2.0237706108263732e-07	2.7120652363548198e-09	0.9999014358124995	3.766581736112718e-07	4.531356596276048e-06	9.340165704253355e-05	4.790964618973313e-08	
266	2.663428673821011e-09	5.200191169493811e-06	1.7969355875321576e-05	3.933439565444202e-17	3.2163494027697295e-05	5.468877366821754e-17	0.9999300193735151	9.339556080643457e-10	1.4643988028408151e-05	
156	1.6437608318743904e-05	1.2260327195977475e-06	0.0038338197002835434	0.0022853089304936862	0.9315121489771866	0.052881670099879194	0.009387900916746782	2.2960229460139724e-06	7.91917114260215e-05	
98	0.00011299247015662651	0.0035703601985305586	0.014439538200570413	0.002814511882165975	0.9695087566493786	2.9915854457238743e-05	0.009506769821815081	9.497522295585576e-06	7.657400629680963e-06	
153	4.0199231095869415e-11	2.012115849659596e-10	2.188364897131703e-07	5.588026826935125e-11	0.9924754197157226	1.2082866116251538e-07	0.007214199902184148	0.00024589582039416356	6.414459925735705e-05	
169	4.738691063795983e-07	4.5370819100251155e-10	1.3106819711026148e-05	0.02271992430722536	0.9341606130476879	0.001854469527021881	0.006392823995908544	0.005654852903363995	0.029203735076266432	
252	1.1525386771301944e-09	3.245095959320721e-08	0.00038603914727635666	1.2141730391278409e-06	0.939717199103658	0.05736770581471408	0.0012925844000371057	0.00016200921495227805	0.0010732145428248318	
206	0.0001742741473293421	1.52123415799422e-08	8.650792891957592e-05	0.02774725361412839	0.42967813326542814	0.07211460671674652	0.3775832260973392	0.05651305379833184	0.036102929219435205	
392	1.9855159097372362e-08	3.127415525405751e-09	1.2803014027969357e-05	5.420421207768114e-06	0.9781290237381824	0.00010632843132903297	0.0022812125999319317	0.01047426455718699	0.008990924255559371	
45	3.0034847114697623e-07	1.4702007201595263e-05	7.017356652564491e-05	0.00012662172891055056	0.9992386431619086	0.00013804323006333727	0.0003249123069971273	7.721026708169787e-06	7.88826232138021e-05	
524	1.590144632215773e-13	1.127883257091159e-10	1.4885910822120851e-08	1.1621400811206806e-08	0.9999985979918066	1.211693111169126e-07	3.8998590755334576e-07	3.4769274483768394e-07	5.165399712025229e-07	
395	2.4018984673304226e-08	2.6138362409114847e-07	0.003816347860712655	5.094066094375545e-05	0.9125700828832535	0.06922802341352706	0.000637550511025232	0.0010535198824458234	0.012643249385483033	
601	5.458848453164691e-11	2.210627098590314e-11	5.920662663178484e-08	2.3962847254009776e-06	0.9980555230677606	1.476597929132886e-06	0.0017403776750255905	8.918523331845211e-07	0.0001992752389048529	
170	2.330109928169893e-08	1.8097853498231348e-08	4.943287229770026e-06	0.0002445225914776692	0.9908157752328073	0.0033849231771062786	0.0014827849466495582	0.0010392590419424396	0.0030277503238342325	
184	6.301488665234706e-07	1.6927746861393114e-09	2.294382552397527e-07	1.6398558055581734e-06	0.006472947329579398	4.046869312359744e-06	0.00027440196405906426	0.9929746941573634	0.00027140854398387514	
266	2.3097967524898434e-07	0.00018556029478184255	0.0025917815858909937	1.1683858932210446e-16	1.5659277947561553e-05	9.415815909411015e-16	0.9960429299589562	8.944977278672901e-09	0.0011638289577698502	
601	1.2124050123978283e-07	4.971317646281429e-10	1.3683249770344506e-05	0.0010984021828026036	0.9268472056729103	0.044493844658381174	0.02504507643334498	0.0001554906842173366	0.002346175380940205	
157	0.9530342519064504	0.00045217402520472726	1.3957187741676902e-06	1.0353727230319077e-07	4.129841939439955e-06	6.558411827593276e-06	2.1884685277216018e-05	6.173990803370117e-07	0.0464788844741737	
293	4.760959394267916e-13	1.9669399216296112e-16	2.0468115846090978e-11	3.3086707437293695e-12	0.9867542133230488	1.6080475665561645e-07	0.005563061020548913	0.00762891062889615	5.365419849653189e-05	
266	7.131335027016923e-07	0.00023745507164133996	0.0013149991604092	3.040472313583188e-10	0.00011945356110561562	4.298430039146326e-09	0.9983128453424047	1.8029382161098077e-06	1.2726190242979571e-05	
207	1.4949344937689955e-06	1.4845799863875588e-05	0.00010021246607002888	3.601119865890738e-07	0.9997571802756329	2.1462882400124824e-07	0.00011928075455809179	6.405514780953245e-06	5.513789563617799e-09	
609	4.389826734726784e-07	5.80439885948915e-07	2.6604862466746677e-08	1.2191419035522975e-09	0.9848538652485115	1.1589172384810118e-07	0.00022514519680538606	0.014919224991854142	6.014245414988695e-07	
435	3.1622107007271382e-06	3.1200019986187087e-07	0.00036696785297012004	9.637024950589149e-06	0.03128904367734276	0.5202910784148066	0.002555020764635838	0.4393486395924495	0.006136138461944095	
205	5.783901339077653e-09	1.2577564046584074e-07	5.674431435257564e-07	1.443033237727652e-05	0.9992931745543955	1.0751109072903574e-05	0.00036822948636511493	7.301506024627842e-05	0.00023970045485778073	
602	5.236968702832707e-10	1.356753434522005e-09	6.638684413585675e-07	2.218869629151536e-06	0.39261689362159313	0.017387026826563703	0.0003808143480045949	0.002863949702733598	0.5867484308825841	
194	3.4326040564767856e-05	0.00013716443170751013	0.0072507979794422285	0.00012299853482743446	7.218364317574801e-06	0.9924185596393655	1.2487334746484368e-05	3.611628584306312e-09	1.644406339987467e-05	
450	6.259142417447567e-09	5.723038366187993e-09	1.1440032270030282e-09	1.2413107942030204e-09	0.998619916825323	2.945036665036825e-07	0.0009137494114296808	0.0004445087256121934	2.1516166473705845e-05	
58	8.923221836192118e-09	5.949629265119157e-08	1.8982812312703186e-06	1.6516936537643115e-07	0.9999224042539598	2.204217723128982e-07	4.8032803454964476e-05	2.7175340633575278e-05	3.5310068178426245e-08	
87	2.9984809980838664e-09	3.827723333288468e-07	3.217009583369465e-05	3.9737070262026266e-07	0.9996669711982272	0.00011412323429089795	0.00014297046572764023	1.0424283493071605e-05	3.255758091060243e-05	
518	7.49779698850868e-16	3.373919235694155e-15	1.0993655604092467e-12	4.4358282022987274e-14	0.9999978411240136	2.1124454117442415e-09	1.7927778559371787e-06	1.6376880438462767e-07	2.0021573296194062e-07	
539	7.372803568748222e-10	3.3367138790837677e-10	8.323312159928618e-08	3.3354468027847584e-07	0.9900005547775518	1.865495348333328e-05	0.00011476565991085539	0.006692176890170281	0.003173429870130285	
351	5.051315306384522e-05	7.717702755315604e-05	0.030391384616360314	4.72837006489808e-06	0.9654517683109887	0.0025364866216825896	0.00139294362576358	9.300827484987836e-05	1.9899996729521456e-06	
524	1.1561062261354536e-11	5.138440748091786e-12	1.3160436981103494e-09	1.3076616767574192e-09	0.9999737754924433	8.957672842029803e-09	6.163467450745903e-07	2.5594943640401607e-05	1.6190936684173601e-09	
221	2.724022697124087e-12	3.4231114079360176e-12	1.0152313033349202e-08	1.4078633836445572e-11	0.999614590041914	3.064172321972171e-09	0.00027518518910047806	0.00010991477207728285	2.9676019691201217e-07	
295	2.224538361585811e-09	7.965081238759527e-14	6.236014367511811e-10	5.746554663553211e-09	0.00018503407181516313	5.596016848236675e-07	4.829187859590304e-06	0.9998079466576796	1.6218861868231466e-06	
283	5.4488184899416016e-08	7.886922400050211e-09	1.8682331586544605e-08	4.123629130354604e-08	0.9971859685467238	1.2251734143570058e-06	0.0012587899873102793	0.0014779602607605815	7.593373806068254e-05	
